title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
"7462",13,Done,2.031,-5.21292,"glide-grid_1",-5.21292,-1.53188,0,-0,-2.70946,-20.4451,0.337796,0,0,-24.6515,-20.1073,2.79078
"7463",14,Done,1.219,-5.29979,"glide-grid_1",-5.29979,-1.74445,0,-0,-2.51747,-19.8277,-0.30993,0,0,-25.16,-20.1376,3.42205
"7469",15,Done,1.125,-6.75042,"glide-grid_1",-6.78682,-2.10493,-0.293468,-0,-2.6933,-25.7982,-2.70147,0,0,-40.2041,-28.4997,0.014483
"8842",16,Done,57.203,-2.51977,"glide-grid_1",-2.51977,-1.53177,-0.16,-0,-2.39167,-18.2377,-3.88989,3.05903,0,-24.7105,-22.1276,2.14929
"10248",17,Done,2.469,-5.47562,"glide-grid_1",-5.47562,-2.42825,-0.113347,-0,-2.04751,-26.493,-2.16774,0.7633,0,-37.0663,-28.6607,1.63962
"10351",18,Done,0.688,-5.69291,"glide-grid_1",-5.69291,-1.32,-0.3029,-0,-2.7,-20.7898,-2.20349,0,0,-30.8074,-22.9932,0.242278
"10494",19,Done,2.61,-3.78632,"glide-grid_1",-3.78632,-1.37272,-0.0995869,-0,-0.302097,-36.5966,-1.18765,0,-0.00394149,-45.3231,-37.7842,0.371904
"11230",20,Done,1.562,-5.94747,"glide-grid_1",-5.94747,-2.38239,0,-0,-2.30278,-19.9588,-1.76241,0,0,-27.4417,-21.7212,5.17704
"11463",21,Done,0.922,-6.29039,"glide-grid_1",-6.29039,-3.1263,0,-0,-2.25,-19.3082,0.34215,0,0,-26.5981,-18.9661,0
"12072",22,Done,1.25,-6.09366,"glide-grid_1",-6.09366,-2.85161,-0.133913,-0,-2.3,-26.4826,-0.724813,0.624717,0,-37.1146,-27.2074,0.706643
"14896",23,Done,0.672,-4.69,"glide-grid_1",-4.69,-1.97335,0,-0,-2.25,-11.2786,0.648539,0,0,-15.4845,-10.6301,0
"23915",24,Done,4.547,-5.12113,"glide-grid_1",-5.12113,-1.95158,-0.32,-0,-0.460182,-35.2594,-4.176,0,0,-47.011,-39.4354,1.64995
