title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
"23915",24,Done,3.531,-3.84101,"glide-grid_1",-3.84101,-1.42603,-0.16,-0,-0.460182,-24.908,-3.66269,0,0,-27.7068,-28.5707,9.45739
"31211",25,Done,2.625,-6.50011,"glide-grid_1",-6.50011,-2.61171,0,-0,-2.67471,-27.1783,-4.74811,0.85744,0,-43.9806,-31.9264,3.26524
"31253",26,Done,19.766,-3.08126,"glide-grid_1",-3.08126,-2.74847,0,-0,-2.25,-20.2254,-0.777329,3.04507,0,-24.562,-21.0028,0.869335
"62566",27,Done,1.547,-5.55344,"glide-grid_1",-5.55344,-2.4681,0,-0,-2.01579,-21.8845,0.164478,0,0,-28.9888,-21.72,0.0361969
"64945",28,Done,3.032,-3.47442,"glide-grid_1",-3.47442,-1.38206,-0.0884841,-0,-0.302097,-32.4092,-0.520405,0,-0.00325478,-40.9137,-32.9296,0.840232
"66841",29,Done,1.718,-6.32025,"glide-grid_1",-6.32025,-2.62086,0,-0,-2.72121,-19.8353,0.0905425,0,0,-27.2296,-19.7447,0.00898524
"68289",30,Done,0.657,-6.58456,"glide-grid_1",-6.58456,-1.3431,-0.16,-0,-3.08637,-20.2822,-6.53982,0,0,-38.3251,-26.822,1.03451
"72307",31,Done,2.39,-4.56151,"glide-grid_1",-4.56151,-1.004,0,-0,-1.64294,-36.3823,-2.6653,0.304345,0,-49.0611,-39.0476,2.71799
"72326",32,Done,3.047,-2.87432,"glide-grid_1",-2.87432,-1.52711,0,-0,-0.390567,-25.5859,0.79137,0.203937,0,-29.2668,-24.7945,0.182507
"73057",33,Done,2.984,-4.15399,"glide-grid_1",-4.15399,-1.92562,-0.0395131,-0,-0.664904,-29.8088,-0.223464,0,0,-33.5324,-30.0323,8.82792
"73117",34,Done,5.656,-4.29374,"glide-grid_1",-4.29374,-1.59178,0,-0,-0.774285,-34.1693,-3.19921,0.260668,0,-45.8799,-37.3685,4.08276
"81722",35,Done,1.765,-6.26697,"glide-grid_1",-6.26697,-2.88045,-0.32,-0,-2.45833,-17.6857,-2.32414,0.624717,0,-24.6487,-20.0099,1.99339
"91472",36,Done,1.157,-4.90001,"glide-grid_1",-4.90001,-2.51018,0,-0,-0.499654,-34.5884,-1.05982,0,-0.00177836,-42.2259,-35.6483,0
"92231",37,Done,2.047,-6.11447,"glide-grid_1",-6.11447,-2.60923,0,-0,-1.9067,-30.4025,-0.522805,0,0,-42.5653,-30.9253,0.0516886
"92802",38,Done,3.015,-3.14401,"glide-grid_1",-3.14401,-1.64493,0,-0,-0.390567,-22.0694,-0.713393,0.101969,0,-25.5289,-22.7828,1.29921
"93009",39,Done,1.047,-5.01757,"glide-grid_1",-5.01757,-1.79144,-0.0181229,-0,-2.28029,-25.8322,-0.382602,0.421275,0,-34.4022,-26.2148,0.386122
"95779",40,Done,1.5,-6.60798,"glide-grid_1",-6.60798,-2.07973,-0.32,-0,-2.56437,-21.9786,-3.63299,0,0,-34.2847,-25.6116,1.7641
"98914",41,Done,3.734,-5.50277,"glide-grid_1",-5.50277,-1.93071,0,-0,-2.14707,-32.7973,-3.40104,0.725034,0,-46.8381,-36.1984,2.2509
"101761",42,Done,2.735,-2.90683,"glide-grid_1",-2.90683,-1.28246,0,-0,-0.390567,-25.485,-0.410142,0.101969,0,-29.9847,-25.8951,1.19032
"115250",43,Done,1.468,-4.11251,"glide-grid_1",-4.11251,-1.78748,0,-0,-0.499654,-34.8505,-0.552319,0,0,-42.7528,-35.4028,0.37035
"160767",44,Done,0.828,-7.06819,"glide-grid_1",-7.06819,-3.00402,-0.162355,-0,-2.79969,-30.7977,0.672176,0.336929,0,-42.1003,-30.1256,0.00218493
"161937",45,Done,1.829,-4.89671,"glide-grid_1",-4.89671,-1.56606,-0.145931,-0,-1.79761,-26.0243,-2.6272,0.308191,0,-38.1621,-28.6515,0.761992
"165536",46,Done,1.593,-5.54805,"glide-grid_1",-5.54805,-2.09932,0,-0,-2.04509,-27.796,-0.0922747,0,0,-37.1343,-27.8883,0
"168836",47,Done,37.172,-3.89015,"glide-grid_1",-3.89015,-3.18986,0,-0,-1.96935,-36.8204,-1.90724,3.39616,0,-47.2461,-38.7276,2.23413
"173183",48,"GRID-ENERGY MIN FAILED",4.469,,,,,,,,,,,,,,
