title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
6738,14,Done,0.313,-5.00625,glide-grid_13,-5.00625,-0.443289,-0.41816,0,-2.25,-10.4884,-8.4828,0,-0.0979572,-31.7683,-18.9712,0.331658
7166,15,Done,0.797,-5.66782,glide-grid_13,-5.70202,-1.50604,-0.32,0,-2.69402,-22.6334,-4.13853,0.576165,-0.00567541,-36.0571,-26.772,1.15682
7461,16,Done,0.515,-4.93881,glide-grid_13,-4.93881,-1.99214,0,0,-2.25,-13.7047,-0.076216,0,0,-16.8462,-13.7809,1.77845
7462,17,Done,0.688,-4.9333,glide-grid_13,-4.9333,-2.02475,0,0,-2.25,-13.4248,0.0846054,0,0,-16.5673,-13.3402,1.43372
7463,18,Done,0.359,-4.45488,glide-grid_13,-4.45488,-1.51202,0,0,-2.25,-13.5173,-0.113269,0,0,-16.963,-13.6306,0.314435
7469,19,Done,0.468,-5.58904,glide-grid_13,-5.70504,-1.12762,-0.32,0,-2.36506,-18.829,-6.3394,0,0,-33.5325,-25.1684,1.17606
8842,20,Done,14.485,-2.51902,glide-grid_13,-2.51902,-1.99749,-0.268665,0,-2.25,-15.4062,-1.94388,3.05903,0,-18.7778,-17.3501,2.7101
10248,21,Done,1.204,-4.87661,glide-grid_13,-4.87661,-1.59225,-0.32,0,-1.98918,-24.8239,-3.31518,0.7633,0,-32.3751,-28.1391,7.62271
10351,22,Done,0.281,-5.18762,glide-grid_13,-5.18762,-0.923664,-0.394821,0,-2.44984,-14.2702,-4.70524,0,0,-25.1785,-18.9754,0.00516443
10494,23,Done,1.062,0.215406,glide-grid_13,-3.23069,-0.542852,0,0,-0.295225,-24.788,-8.25441,0.0963637,-0.0114199,-38.3312,-33.0424,1.36491
10494,24,Done,0.75,-3.06636,glide-grid_13,-3.06816,-0.0224242,-0.445638,0,-0.302097,-19.0738,-8.29537,0,-0.1,-35.8329,-27.3692,2.74331
11230,25,Done,0.609,-5.19925,glide-grid_13,-5.19925,-1.84456,-0.178351,0,-2.25,-12.6685,-1.95277,0,0,-18.4597,-14.6213,1.2902
11463,26,Done,0.328,-4.77968,glide-grid_13,-4.77968,-1.76897,0,0,-2.25,-15.0554,-0.0529276,0,0,-19.1761,-15.1083,0
12072,27,Done,0.547,-4.14946,glide-grid_13,-4.14946,-1.68861,0,0,-2.25,-16.8835,0.057372,0.624717,0,-20.6872,-16.8261,0.610232
14896,28,Done,0.25,-3.4764,glide-grid_13,-3.4764,-0.726653,0,0,-2.25,-10.4424,0.149161,0,0,-12.4524,-10.2932,0
23915,29,Done,0.922,-4.86703,glide-grid_13,-4.86703,-1.52078,-0.435653,0,-0.460182,-25.4294,-7.85961,0,0,-35.333,-33.289,10.3536
31211,30,Done,1.11,-4.75378,glide-grid_13,-4.75378,-0.931274,0,0,-2.08482,-21.4076,-9.98784,0.85744,-0.0265702,-40.0112,-31.3954,1.45428
31253,31,Done,6.125,-1.96282,glide-grid_13,-1.96282,-2.06724,0,0,-2.25,-14.7189,0.301991,3.04507,0,-14.1498,-14.4169,3.89169
